,STATEFP,COUNTYFP_x,VTDST,NAME,G16PRERTRU_x,G16PREDCLI_x,G16PRELJOH_x,G16PRECCAS_x,G16USSRTHU_x,G16USSDWIL_x,G16HALRNOE_x,G16HALDHAW_x,G16PUCRNEL_x,G16PUCDRED_x,geometry,County_Name,join_col,County,Precinct,G16PRERTRU_y,G16PREDCLI_y,G16PRELJOH_y,G16PRECCAS_y,G16USSRTHU_y,G16USSDWIL_y,G16HALRNOE_y,G16HALDHAW_y,G16PUCRNEL_y,G16PUCDRED_y,COUNTYFP_y,_merge
1022,,,,,,,,,,,,,,,,,071-PRECINCT-7,JACKSON,Precinct-7,50.0,187.0,8.0,4.0,82.0,162.0,66.0,178.0,46.0,197.0,071,right_only
1023,,,,,,,,,,,,,,,,,071-PRECINCT-5,JACKSON,Precinct-5,85.0,5.0,3.0,0.0,69.0,15.0,79.0,11.0,83.0,9.0,071,right_only
1024,,,,,,,,,,,,,,,,,071-PRECINCT-6,JACKSON,Precinct-6,71.0,31.0,8.0,4.0,91.0,26.0,84.0,32.0,85.0,30.0,071,right_only
1025,,,,,,,,,,,,,,,,,071-PRECINCT-3,JACKSON,Precinct-3,219.0,28.0,7.0,2.0,218.0,34.0,217.0,36.0,213.0,27.0,071,right_only
1026,,,,,,,,,,,,,,,,,071-PRECINCT-2,JACKSON,Precinct-2,94.0,17.0,1.0,2.0,92.0,20.0,86.0,24.0,87.0,19.0,071,right_only
1027,,,,,,,,,,,,,,,,,071-PRECINCT-1,JACKSON,Precinct-1,39.0,2.0,0.0,0.0,39.0,3.0,39.0,4.0,38.0,5.0,071,right_only
1028,,,,,,,,,,,,,,,,,071-PRECINCT-4,JACKSON,Precinct-4,128.0,30.0,5.0,2.0,137.0,27.0,134.0,32.0,133.0,23.0,071,right_only
1029,,,,,,,,,,,,,,,,,073-PRECINCT-1,JERAULD,Precinct-1,286.0,152.0,21.0,10.0,342.0,136.0,292.0,187.0,365.0,98.0,073,right_only
1030,,,,,,,,,,,,,,,,,073-PRECINCT-2,JERAULD,Precinct-2,109.0,32.0,5.0,2.0,116.0,33.0,103.0,46.0,115.0,33.0,073,right_only
1031,,,,,,,,,,,,,,,,,073-PRECINCT-3,JERAULD,Precinct-3,107.0,33.0,2.0,2.0,109.0,34.0,102.0,40.0,115.0,23.0,073,right_only
1032,,,,,,,,,,,,,,,,,073-PRECINCT-4,JERAULD,Precinct-4,71.0,23.0,6.0,1.0,68.0,34.0,65.0,39.0,69.0,28.0,073,right_only
1033,,,,,,,,,,,,,,,,,073-PRECINCT-5,JERAULD,Precinct-5,75.0,24.0,2.0,4.0,85.0,24.0,76.0,33.0,85.0,23.0,073,right_only
1034,,,,,,,,,,,,,,,,,075-PRECINCT-5,JONES,Precinct-5,147.0,16.0,9.0,2.0,144.0,29.0,149.0,24.0,150.0,18.0,075,right_only
1035,,,,,,,,,,,,,,,,,075-PRECINCT-1,JONES,Precinct-1,167.0,21.0,11.0,1.0,182.0,19.0,159.0,41.0,178.0,20.0,075,right_only
1036,,,,,,,,,,,,,,,,,075-PRECINCT-3,JONES,Precinct-3,136.0,32.0,12.0,4.0,168.0,19.0,152.0,36.0,161.0,27.0,075,right_only
1037,,,,,,,,,,,,,,,,,077-DE SMET PRECINCT,KINGSBURY,De Smet Precinct,566.0,244.0,49.0,15.0,661.0,221.0,581.0,295.0,691.0,156.0,077,right_only
1038,,,,,,,,,,,,,,,,,077-IROQUOIS PRECINCT,KINGSBURY,Iroquois Precinct,153.0,45.0,11.0,2.0,164.0,48.0,143.0,70.0,162.0,50.0,077,right_only
1039,,,,,,,,,,,,,,,,,077-BADGER PRECINCT,KINGSBURY,Badger Precinct,184.0,67.0,17.0,2.0,192.0,80.0,173.0,100.0,216.0,45.0,077,right_only
1040,,,,,,,,,,,,,,,,,077-LAKE PRESTON PRECINCT,KINGSBURY,Lake Preston Precinct,289.0,108.0,18.0,2.0,324.0,101.0,282.0,142.0,331.0,71.0,077,right_only
1041,,,,,,,,,,,,,,,,,077-OLDHAM PRECINCT,KINGSBURY,Oldham Precinct,159.0,53.0,8.0,1.0,170.0,52.0,153.0,66.0,169.0,47.0,077,right_only
1042,,,,,,,,,,,,,,,,,077-ARLINGTON PRECINCT,KINGSBURY,Arlington Precinct,329.0,186.0,36.0,7.0,388.0,172.0,341.0,216.0,401.0,137.0,077,right_only
1043,,,,,,,,,,,,,,,,,079-WENTWORTH-RUTLAND,LAKE,Wentworth-Rutland,348.0,134.0,19.0,8.0,372.0,136.0,327.0,176.0,412.0,78.0,079,right_only
1044,,,,,,,,,,,,,,,,,079-NUNDA-SUMMIT,LAKE,Nunda-Summit,127.0,33.0,12.0,3.0,141.0,32.0,123.0,53.0,145.0,27.0,079,right_only
1045,,,,,,,,,,,,,,,,,079-HERMAN-WINFRED,LAKE,Herman-Winfred,275.0,128.0,19.0,3.0,317.0,110.0,254.0,177.0,354.0,63.0,079,right_only
1046,,,,,,,,,,,,,,,,,079-CHESTER-FRANKLIN,LAKE,Chester-Franklin,306.0,135.0,13.0,3.0,337.0,119.0,299.0,159.0,374.0,75.0,079,right_only
1047,,,,,,,,,,,,,,,,,079-WARD THREE,LAKE,Ward Three,342.0,242.0,50.0,7.0,420.0,223.0,344.0,306.0,450.0,177.0,079,right_only
1048,,,,,,,,,,,,,,,,,079-WARD ONE,LAKE,Ward One,1571.0,1083.0,139.0,35.0,1772.0,944.0,1640.0,1094.0,1727.0,803.0,079,right_only
1049,,,,,,,,,,,,,,,,,079-WARD TWO,LAKE,Ward Two,388.0,256.0,66.0,10.0,520.0,215.0,419.0,321.0,537.0,181.0,079,right_only
1050,,,,,,,,,,,,,,,,,079-FARMINGTON-LEROY-CLARNO-ORLAND,LAKE,Farmington-Leroy-Clarno-Orland,236.0,75.0,20.0,2.0,267.0,67.0,239.0,97.0,291.0,40.0,079,right_only
1051,,,,,,,,,,,,,,,,,079-LAKEVIEW,LAKE,Lakeview,294.0,160.0,9.0,3.0,354.0,125.0,302.0,176.0,369.0,98.0,079,right_only
1052,,,,,,,,,,,,,,,,,079-CONCORD-BADUS-WAYNE/RAMONA,LAKE,Concord-Badus-Wayne/Ramona,152.0,69.0,11.0,3.0,178.0,61.0,149.0,96.0,192.0,42.0,079,right_only
1053,,,,,,,,,,,,,,,,,083-SIOUX FALLS 1-16,LINCOLN,Sioux Falls 1-16,375.0,267.0,40.0,10.0,488.0,202.0,405.0,284.0,477.0,172.0,083,right_only
1054,,,,,,,,,,,,,,,,,083-SIOUX FALLS 1-12,LINCOLN,Sioux Falls 1-12,646.0,423.0,79.0,16.0,869.0,300.0,719.0,441.0,855.0,259.0,083,right_only
1055,,,,,,,,,,,,,,,,,083-SIOUX FALLS 2-11,LINCOLN,Sioux Falls 2-11,1006.0,625.0,61.0,10.0,1289.0,410.0,1139.0,564.0,1372.0,294.0,083,right_only
1056,,,,,,,,,,,,,,,,,083-SIOUX FALLS 1-13,LINCOLN,Sioux Falls 1-13,364.0,272.0,52.0,6.0,472.0,213.0,405.0,283.0,473.0,183.0,083,right_only
1057,,,,,,,,,,,,,,,,,083-SIOUX FALLS 2-12,LINCOLN,Sioux Falls 2-12,437.0,303.0,46.0,5.0,553.0,234.0,498.0,292.0,569.0,180.0,083,right_only
1058,,,,,,,,,,,,,,,,,083-SIOUX FALLS 2-13,LINCOLN,Sioux Falls 2-13,1002.0,711.0,93.0,23.0,1331.0,495.0,1140.0,693.0,1328.0,422.0,083,right_only
1059,,,,,,,,,,,,,,,,,083-SIOUX FALLS 2-15,LINCOLN,Sioux Falls 2-15,594.0,328.0,56.0,4.0,791.0,206.0,683.0,314.0,798.0,159.0,083,right_only
1060,,,,,,,,,,,,,,,,,083-SIOUX FALLS 1-18,LINCOLN,Sioux Falls 1-18,682.0,342.0,69.0,7.0,906.0,207.0,800.0,312.0,876.0,186.0,083,right_only
1061,,,,,,,,,,,,,,,,,083-SIOUX FALLS 1-15,LINCOLN,Sioux Falls 1-15,459.0,361.0,62.0,8.0,611.0,280.0,520.0,371.0,616.0,220.0,083,right_only
1062,,,,,,,,,,,,,,,,,083-29-HARRISBURG 2,LINCOLN,29-Harrisburg 2,676.0,304.0,84.0,19.0,829.0,261.0,726.0,363.0,830.0,217.0,083,right_only
1063,,,,,,,,,,,,,,,,,083-SIOUX FALLS 2-10,LINCOLN,Sioux Falls 2-10,997.0,522.0,53.0,6.0,1266.0,349.0,1115.0,494.0,1268.0,279.0,083,right_only
1064,,,,,,,,,,,,,,,,,083-SIOUX FALLS 1-14,LINCOLN,Sioux Falls 1-14,501.0,282.0,61.0,8.0,641.0,217.0,537.0,311.0,616.0,189.0,083,right_only
1065,,,,,,,,,,,,,,,,,083-30-CANTON 4 & 5,LINCOLN,30-Canton 4 & 5,260.0,186.0,29.0,5.0,336.0,146.0,288.0,197.0,351.0,114.0,083,right_only
1066,,,,,,,,,,,,,,,,,083-SIOUX FALLS 1-11,LINCOLN,Sioux Falls 1-11,902.0,454.0,44.0,5.0,1078.0,317.0,985.0,423.0,1150.0,224.0,083,right_only
1067,,,,,,,,,,,,,,,,,"083-26-BROOKLYN & PLEASANT, BERESFORD",LINCOLN,"26-Brooklyn & Pleasant, Beresford",303.0,104.0,18.0,7.0,338.0,94.0,297.0,129.0,345.0,74.0,083,right_only
1068,,,,,,,,,,,,,,,,,"083-02-NORWAY & FAIRVIEW, FAIRVIEW, INC",LINCOLN,"02-Norway & Fairview, Fairview, Inc",187.0,58.0,10.0,1.0,183.0,76.0,167.0,90.0,208.0,49.0,083,right_only
1069,,,,,,,,,,,,,,,,,083-27-HARRISBURG 1,LINCOLN,27-Harrisburg 1,587.0,261.0,63.0,14.0,722.0,202.0,621.0,310.0,699.0,180.0,083,right_only
1070,,,,,,,,,,,,,,,,,083-06-HIGHLAND & CANTON,LINCOLN,06-Highland & Canton,315.0,117.0,26.0,4.0,369.0,90.0,320.0,146.0,388.0,65.0,083,right_only
1071,,,,,,,,,,,,,,,,,083-08-LINCOLN & DELAWARE,LINCOLN,08-Lincoln & Delaware,145.0,62.0,9.0,1.0,166.0,51.0,145.0,73.0,176.0,38.0,083,right_only
1072,,,,,,,,,,,,,,,,,083-11-GRANT,LINCOLN,11-Grant,138.0,65.0,14.0,2.0,162.0,56.0,134.0,84.0,174.0,34.0,083,right_only
1073,,,,,,,,,,,,,,,,,083-12-DAYTON,LINCOLN,12-Dayton,280.0,84.0,20.0,4.0,315.0,74.0,280.0,110.0,324.0,50.0,083,right_only
1074,,,,,,,,,,,,,,,,,083-13-LAVALLEY,LINCOLN,13-LaValley,195.0,65.0,9.0,3.0,211.0,61.0,195.0,83.0,213.0,57.0,083,right_only
1075,,,,,,,,,,,,,,,,,083-14-PERRY,LINCOLN,14-Perry,271.0,106.0,19.0,4.0,314.0,89.0,269.0,131.0,327.0,65.0,083,right_only
1076,,,,,,,,,,,,,,,,,083-16-DELAPRE,LINCOLN,16-Delapre,693.0,230.0,57.0,8.0,794.0,187.0,718.0,272.0,805.0,147.0,083,right_only
1077,,,,,,,,,,,,,,,,,"083-20-CANTON 1, 2, 3",LINCOLN,"20-Canton 1, 2, 3",563.0,298.0,43.0,11.0,682.0,232.0,578.0,336.0,699.0,191.0,083,right_only
1078,,,,,,,,,,,,,,,,,083-21-HUDSON & EDEN,LINCOLN,21-Hudson & Eden,148.0,62.0,11.0,1.0,164.0,56.0,146.0,72.0,172.0,37.0,083,right_only
1079,,,,,,,,,,,,,,,,,083-23-WORTHING & LYNN,LINCOLN,23-Worthing & Lynn,347.0,130.0,44.0,8.0,399.0,134.0,350.0,181.0,410.0,110.0,083,right_only
1080,,,,,,,,,,,,,,,,,083-24-TEA,LINCOLN,24-Tea,1093.0,497.0,132.0,19.0,1389.0,362.0,1160.0,582.0,1386.0,290.0,083,right_only
1081,,,,,,,,,,,,,,,,,083-25-LENNOX,LINCOLN,25-Lennox,586.0,287.0,47.0,11.0,722.0,217.0,608.0,330.0,726.0,175.0,083,right_only
1082,,,,,,,,,,,,,,,,,083-15-SPRINGDALE,LINCOLN,15-Springdale,748.0,271.0,62.0,13.0,878.0,225.0,794.0,311.0,909.0,166.0,083,right_only
1083,,,,,,,,,,,,,,,,,085-PRECINCT-13,LYMAN,Precinct-13,82.0,13.0,3.0,1.0,86.0,16.0,77.0,23.0,83.0,10.0,085,right_only
1084,,,,,,,,,,,,,,,,,085-PRECINCT-12,LYMAN,Precinct-12,293.0,60.0,17.0,3.0,311.0,70.0,280.0,100.0,318.0,48.0,085,right_only
1085,,,,,,,,,,,,,,,,,085-PRECINCT-07,LYMAN,Precinct-07,15.0,143.0,7.0,6.0,48.0,125.0,31.0,143.0,12.0,157.0,085,right_only
1086,,,,,,,,,,,,,,,,,085-PRECINCT-06,LYMAN,Precinct-06,100.0,33.0,2.0,3.0,109.0,31.0,99.0,41.0,111.0,25.0,085,right_only
1087,,,,,,,,,,,,,,,,,085-PRECINCT-04,LYMAN,Precinct-04,216.0,92.0,10.0,3.0,232.0,86.0,209.0,114.0,252.0,63.0,085,right_only
1088,,,,,,,,,,,,,,,,,085-PRECINCT-01,LYMAN,Precinct-01,58.0,6.0,3.0,1.0,48.0,20.0,45.0,22.0,48.0,15.0,085,right_only
1089,,,,,,,,,,,,,,,,,085-PRECINCT-09,LYMAN,Precinct-09,213.0,22.0,14.0,2.0,217.0,30.0,207.0,44.0,225.0,20.0,085,right_only
1090,,,,,,,,,,,,,,,,,091-PRECINCT-A4,MARSHALL,Precinct-A4,137.0,125.0,13.0,2.0,174.0,102.0,151.0,131.0,199.0,73.0,091,right_only
1091,,,,,,,,,,,,,,,,,091-PRECINCT-A2,MARSHALL,Precinct-A2,78.0,67.0,14.0,2.0,107.0,56.0,88.0,74.0,112.0,43.0,091,right_only
1092,,,,,,,,,,,,,,,,,091-PRECINCT-A3,MARSHALL,Precinct-A3,156.0,96.0,18.0,5.0,200.0,79.0,162.0,117.0,202.0,60.0,091,right_only
1093,,,,,,,,,,,,,,,,,091-PRECINCT-A5,MARSHALL,Precinct-A5,97.0,66.0,10.0,0.0,125.0,52.0,117.0,59.0,125.0,44.0,091,right_only
1094,,,,,,,,,,,,,,,,,091-PRECINCT-A1,MARSHALL,Precinct-A1,122.0,90.0,16.0,2.0,154.0,75.0,122.0,103.0,169.0,53.0,091,right_only
1095,,,,,,,,,,,,,,,,,091-PRECINCT-A7,MARSHALL,Precinct-A7,100.0,62.0,9.0,1.0,123.0,55.0,111.0,66.0,122.0,43.0,091,right_only
1096,,,,,,,,,,,,,,,,,091-PRECINCT-A8,MARSHALL,Precinct-A8,106.0,71.0,13.0,0.0,131.0,60.0,104.0,91.0,135.0,51.0,091,right_only
1097,,,,,,,,,,,,,,,,,091-PRECINCT-A9,MARSHALL,Precinct-A9,110.0,62.0,12.0,4.0,136.0,53.0,101.0,85.0,140.0,40.0,091,right_only
1098,,,,,,,,,,,,,,,,,091-PRECINCT-A6,MARSHALL,Precinct-A6,150.0,115.0,12.0,4.0,191.0,97.0,164.0,125.0,217.0,68.0,091,right_only
1099,,,,,,,,,,,,,,,,,087-PRECINCT-01,MCCOOK,Precinct-01,322.0,150.0,30.0,6.0,368.0,147.0,303.0,214.0,385.0,104.0,087,right_only
1100,,,,,,,,,,,,,,,,,087-PRECINCT-02,MCCOOK,Precinct-02,102.0,42.0,2.0,1.0,100.0,51.0,88.0,61.0,122.0,25.0,087,right_only
1101,,,,,,,,,,,,,,,,,087-PRECINCT-03,MCCOOK,Precinct-03,383.0,126.0,23.0,13.0,434.0,113.0,391.0,160.0,445.0,92.0,087,right_only
1102,,,,,,,,,,,,,,,,,087-PRECINCT-04,MCCOOK,Precinct-04,379.0,67.0,16.0,3.0,412.0,62.0,382.0,92.0,421.0,35.0,087,right_only
1103,,,,,,,,,,,,,,,,,087-PRECINCT-05,MCCOOK,Precinct-05,377.0,180.0,34.0,8.0,444.0,163.0,389.0,223.0,490.0,105.0,087,right_only
1104,,,,,,,,,,,,,,,,,087-PRECINCT-06,MCCOOK,Precinct-06,231.0,58.0,25.0,9.0,263.0,63.0,233.0,94.0,287.0,32.0,087,right_only
1105,,,,,,,,,,,,,,,,,089-PRECINCT-4,MCPHERSON,Precinct-4,187.0,32.0,9.0,3.0,195.0,33.0,189.0,43.0,203.0,27.0,089,right_only
1106,,,,,,,,,,,,,,,,,089-PRECINCT-1,MCPHERSON,Precinct-1,149.0,33.0,9.0,0.0,204.0,38.0,200.0,45.0,214.0,23.0,089,right_only
1107,,,,,,,,,,,,,,,,,089-PRECINCT-6,MCPHERSON,Precinct-6,167.0,48.0,10.0,1.0,191.0,34.0,177.0,49.0,190.0,24.0,089,right_only
1108,,,,,,,,,,,,,,,,,089-PRECINCT-5,MCPHERSON,Precinct-5,198.0,34.0,5.0,0.0,216.0,17.0,199.0,32.0,201.0,16.0,089,right_only
1109,,,,,,,,,,,,,,,,,089-PRECINCT-3,MCPHERSON,Precinct-3,56.0,5.0,0.0,2.0,49.0,10.0,46.0,14.0,52.0,3.0,089,right_only
1110,,,,,,,,,,,,,,,,,089-PRECINCT-2,MCPHERSON,Precinct-2,135.0,40.0,10.0,4.0,154.0,33.0,129.0,58.0,161.0,23.0,089,right_only
1111,,,,,,,,,,,,,,,,,093-BASE #23,MEADE,BASE #23,274.0,93.0,57.0,10.0,311.0,102.0,311.0,97.0,273.0,103.0,093,right_only
1112,,,,,,,,,,,,,,,,,093-WEST ELK VALE #24,MEADE,WEST ELK VALE #24,147.0,29.0,8.0,2.0,151.0,33.0,155.0,38.0,158.0,24.0,093,right_only
1113,,,,,,,,,,,,,,,,,093-WHITE OWL #25,MEADE,WHITE OWL #25,34.0,4.0,1.0,0.0,34.0,5.0,33.0,6.0,33.0,6.0,093,right_only
1114,,,,,,,,,,,,,,,,,093-CHALK BUTTE #27,MEADE,CHALK BUTTE #27,115.0,12.0,11.0,0.0,118.0,21.0,114.0,25.0,122.0,13.0,093,right_only
1115,,,,,,,,,,,,,,,,,093-FAIRPOINT #29,MEADE,FAIRPOINT #29,29.0,4.0,1.0,0.0,27.0,7.0,27.0,7.0,29.0,5.0,093,right_only
1116,,,,,,,,,,,,,,,,,093-RED OWL #30,MEADE,RED OWL #30,83.0,2.0,0.0,0.0,80.0,5.0,81.0,3.0,76.0,2.0,093,right_only
1117,,,,,,,,,,,,,,,,,093-FAITH #31,MEADE,FAITH #31,225.0,18.0,11.0,5.0,219.0,39.0,218.0,40.0,228.0,19.0,093,right_only
1118,,,,,,,,,,,,,,,,,093-PINE #33,MEADE,PINE #33,69.0,5.0,0.0,4.0,59.0,12.0,59.0,13.0,71.0,2.0,093,right_only
1119,,,,,,,,,,,,,,,,,093-SULPHUR #35,MEADE,SULPHUR #35,48.0,0.0,1.0,1.0,48.0,3.0,47.0,3.0,48.0,2.0,093,right_only
1120,,,,,,,,,,,,,,,,,093-UNION #40,MEADE,UNION #40,28.0,6.0,0.0,0.0,31.0,5.0,26.0,10.0,22.0,7.0,093,right_only
1121,,,,,,,,,,,,,,,,,093-ELK VALE #21,MEADE,ELK VALE #21,313.0,55.0,17.0,4.0,323.0,60.0,316.0,67.0,307.0,57.0,093,right_only
1122,,,,,,,,,,,,,,,,,093-NORTHEAST STURGIS #1A,MEADE,NORTHEAST STURGIS #1A,79.0,33.0,13.0,2.0,85.0,42.0,76.0,50.0,82.0,40.0,093,right_only
1123,,,,,,,,,,,,,,,,,093-SOUTH STURGIS #2A,MEADE,SOUTH STURGIS #2A,245.0,91.0,26.0,4.0,280.0,87.0,264.0,102.0,279.0,74.0,093,right_only
1124,,,,,,,,,,,,,,,,,093-SOUTHWEST STURGIS #4A,MEADE,SOUTHWEST STURGIS #4A,200.0,83.0,20.0,2.0,226.0,71.0,208.0,92.0,222.0,68.0,093,right_only
1125,,,,,,,,,,,,,,,,,093-STURGIS #5A,MEADE,STURGIS #5A,118.0,40.0,16.0,0.0,137.0,38.0,131.0,44.0,139.0,31.0,093,right_only
1126,,,,,,,,,,,,,,,,,093-ALKALI #6A,MEADE,ALKALI #6A,104.0,21.0,9.0,1.0,114.0,19.0,115.0,21.0,106.0,22.0,093,right_only
1127,,,,,,,,,,,,,,,,,093-MARCUS #41,MEADE,MARCUS #41,46.0,5.0,0.0,1.0,43.0,8.0,46.0,6.0,45.0,4.0,093,right_only
1128,,,,,,,,,,,,,,,,,093-HEREFORD #20,MEADE,HEREFORD #20,42.0,6.0,4.0,0.0,38.0,12.0,40.0,13.0,42.0,10.0,093,right_only
1129,,,,,,,,,,,,,,,,,093-ELM SPRINGS #18,MEADE,ELM SPRINGS #18,77.0,7.0,7.0,2.0,80.0,11.0,79.0,8.0,81.0,6.0,093,right_only
1130,,,,,,,,,,,,,,,,,093-EAST STURGIS #1,MEADE,EAST STURGIS #1,156.0,68.0,16.0,3.0,180.0,63.0,168.0,74.0,180.0,53.0,093,right_only
1131,,,,,,,,,,,,,,,,,093-SOUTHEAST STURGIS #2,MEADE,SOUTHEAST STURGIS #2,337.0,102.0,37.0,6.0,375.0,110.0,355.0,129.0,385.0,87.0,093,right_only
1132,,,,,,,,,,,,,,,,,093-CENTRAL STURGIS #3,MEADE,CENTRAL STURGIS #3,155.0,60.0,20.0,3.0,166.0,70.0,157.0,78.0,170.0,54.0,093,right_only
1133,,,,,,,,,,,,,,,,,093-WEST STURGIS #4,MEADE,WEST STURGIS #4,94.0,44.0,11.0,3.0,112.0,40.0,105.0,46.0,109.0,37.0,093,right_only
1134,,,,,,,,,,,,,,,,,093-NORTHWEST STURGIS #5,MEADE,NORTHWEST STURGIS #5,317.0,112.0,42.0,6.0,362.0,100.0,326.0,133.0,340.0,108.0,093,right_only
1135,,,,,,,,,,,,,,,,,093-CENTRAL BLACK HAWK #19,MEADE,CENTRAL BLACK HAWK #19,343.0,107.0,40.0,7.0,393.0,109.0,368.0,135.0,379.0,106.0,093,right_only
1136,,,,,,,,,,,,,,,,,093-RURAL STURGIS #7,MEADE,RURAL STURGIS #7,230.0,58.0,31.0,1.0,257.0,66.0,241.0,82.0,256.0,63.0,093,right_only
1137,,,,,,,,,,,,,,,,,093-HARMONY #8,MEADE,HARMONY #8,222.0,61.0,16.0,0.0,240.0,62.0,229.0,74.0,242.0,55.0,093,right_only
1138,,,,,,,,,,,,,,,,,093-TILFORD #6,MEADE,TILFORD #6,519.0,126.0,52.0,4.0,547.0,153.0,518.0,186.0,551.0,129.0,093,right_only
1139,,,,,,,,,,,,,,,,,093-SUMMERSET #10,MEADE,SUMMERSET #10,711.0,183.0,66.0,7.0,794.0,180.0,744.0,226.0,769.0,174.0,093,right_only
1140,,,,,,,,,,,,,,,,,093-PIEDMONT #11,MEADE,PIEDMONT #11,511.0,167.0,56.0,1.0,574.0,162.0,547.0,196.0,559.0,150.0,093,right_only
1141,,,,,,,,,,,,,,,,,093-EAST PIEDMONT #12,MEADE,EAST PIEDMONT #12,631.0,116.0,43.0,7.0,677.0,116.0,646.0,148.0,658.0,118.0,093,right_only
1142,,,,,,,,,,,,,,,,,093-BLACK HAWK #14,MEADE,BLACK HAWK #14,426.0,105.0,63.0,9.0,485.0,111.0,455.0,141.0,458.0,118.0,093,right_only
1143,,,,,,,,,,,,,,,,,093-RURAL BLACK HAWK #15,MEADE,RURAL BLACK HAWK #15,293.0,79.0,26.0,6.0,312.0,87.0,284.0,112.0,314.0,69.0,093,right_only
1144,,,,,,,,,,,,,,,,,093-WEST BLACK HAWK #16,MEADE,WEST BLACK HAWK #16,251.0,104.0,19.0,4.0,282.0,93.0,270.0,109.0,279.0,91.0,093,right_only
1145,,,,,,,,,,,,,,,,,093-VIEWFIELD #17,MEADE,VIEWFIELD #17,81.0,6.0,0.0,1.0,74.0,10.0,75.0,9.0,81.0,4.0,093,right_only
1146,,,,,,,,,,,,,,,,,093-BEAR BUTTE #9,MEADE,BEAR BUTTE #9,121.0,17.0,4.0,4.0,128.0,19.0,126.0,18.0,126.0,14.0,093,right_only
1147,,,,,,,,,,,,,,,,,093-SOUTHEAST PIEDMONT #13,MEADE,SOUTHEAST PIEDMONT #13,767.0,194.0,88.0,15.0,836.0,217.0,796.0,258.0,817.0,203.0,093,right_only
1148,,,,,,,,,,,,,,,,,095-PRECINCT-2,MELLETTE,Precinct-2,104.0,65.0,15.0,1.0,123.0,65.0,109.0,79.0,112.0,74.0,095,right_only
1149,,,,,,,,,,,,,,,,,095-PRECINCT-3,MELLETTE,Precinct-3,109.0,26.0,5.0,4.0,112.0,27.0,111.0,32.0,124.0,20.0,095,right_only
1150,,,,,,,,,,,,,,,,,095-PRECINCT-5,MELLETTE,Precinct-5,96.0,85.0,6.0,4.0,115.0,79.0,99.0,98.0,111.0,78.0,095,right_only
1151,,,,,,,,,,,,,,,,,095-PRECINCT-6,MELLETTE,Precinct-6,93.0,62.0,6.0,2.0,114.0,53.0,100.0,65.0,102.0,60.0,095,right_only
1152,,,,,,,,,,,,,,,,,097-PRECINCT-8,MINER,Precinct-8,92.0,23.0,10.0,1.0,105.0,24.0,101.0,30.0,109.0,19.0,097,right_only
1153,,,,,,,,,,,,,,,,,097-PRECINCT-1,MINER,Precinct-1,76.0,51.0,8.0,2.0,92.0,45.0,78.0,59.0,96.0,29.0,097,right_only
1154,,,,,,,,,,,,,,,,,097-PRECINCT-2,MINER,Precinct-2,75.0,38.0,7.0,2.0,89.0,36.0,77.0,48.0,101.0,20.0,097,right_only
1155,,,,,,,,,,,,,,,,,097-PRECINCT-3,MINER,Precinct-3,62.0,26.0,13.0,1.0,78.0,27.0,68.0,37.0,86.0,18.0,097,right_only
1156,,,,,,,,,,,,,,,,,097-PRECINCT-4,MINER,Precinct-4,81.0,44.0,11.0,1.0,106.0,34.0,84.0,55.0,118.0,22.0,097,right_only
1157,,,,,,,,,,,,,,,,,097-PRECINCT-5,MINER,Precinct-5,63.0,18.0,2.0,0.0,67.0,16.0,54.0,30.0,66.0,16.0,097,right_only
1158,,,,,,,,,,,,,,,,,097-PRECINCT-7,MINER,Precinct-7,125.0,40.0,6.0,3.0,128.0,55.0,108.0,74.0,141.0,33.0,097,right_only
1159,,,,,,,,,,,,,,,,,097-PRECINCT-6,MINER,Precinct-6,132.0,41.0,10.0,0.0,142.0,47.0,124.0,65.0,168.0,19.0,097,right_only
1160,,,,,,,,,,,,,,,,,099-PRECINCT-0202,MINNEHAHA,Precinct-0202,815.0,618.0,88.0,17.0,1108.0,433.0,958.0,584.0,1166.0,334.0,099,right_only
1161,,,,,,,,,,,,,,,,,099-PRECINCT-0510,MINNEHAHA,Precinct-0510,304.0,322.0,47.0,10.0,387.0,294.0,324.0,357.0,410.0,238.0,099,right_only
1162,,,,,,,,,,,,,,,,,099-PRECINCT-0511,MINNEHAHA,Precinct-0511,330.0,307.0,50.0,9.0,429.0,258.0,360.0,321.0,410.0,243.0,099,right_only
1163,,,,,,,,,,,,,,,,,099-PRECINCT-0512,MINNEHAHA,Precinct-0512,351.0,327.0,37.0,14.0,463.0,262.0,382.0,345.0,471.0,226.0,099,right_only
1164,,,,,,,,,,,,,,,,,099-PRECINCT-0513,MINNEHAHA,Precinct-0513,299.0,322.0,54.0,4.0,457.0,246.0,355.0,343.0,463.0,207.0,099,right_only
1165,,,,,,,,,,,,,,,,,099-PRECINCT-0514,MINNEHAHA,Precinct-0514,385.0,433.0,83.0,16.0,495.0,410.0,418.0,487.0,499.0,359.0,099,right_only
1166,,,,,,,,,,,,,,,,,099-PRECINCT-0517,MINNEHAHA,Precinct-0517,307.0,265.0,30.0,8.0,393.0,224.0,326.0,294.0,418.0,173.0,099,right_only
1167,,,,,,,,,,,,,,,,,099-PRECINCT-0518,MINNEHAHA,Precinct-0518,402.0,535.0,73.0,18.0,539.0,479.0,464.0,558.0,557.0,432.0,099,right_only
